"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.07971096,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.18473433,,
"POL","Poland","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.13991609,,
"LUX","Luxembourg","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",26.321045,,
"FRA","France","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",1.7677867,,
"BRA","Brazil","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.07032996,,
"SVK","Slovak Republic","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.04945178,,
"SVK","Slovak Republic","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.44583043,,
"POL","Poland","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.02245861,,
"BEL","Belgium","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.16902724,,
"CZE","Czech Republic","L4","Post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"HUN","Hungary","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.10700868,,
"LVA","Latvia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.33994237,,
"SWE","Sweden","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.05953899,,
"FRA","France","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.10038824,,
"FRA","France","L1_T_SC3T4","Primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",4.9520392,,
"CZE","Czech Republic","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.07399549,,
"MEX","Mexico","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.03227718,,
"BRA","Brazil","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.09736022,,
"NZL","New Zealand","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.27943945,,
"DEU","Germany","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.01181003,,
"IRL","Ireland","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.18138501,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.38973984,,
"ISL","Iceland","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.16034225,,
"ITA","Italy","L7","Master’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.06594614,,
"LUX","Luxembourg","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.51557314,,
"NLD","Netherlands","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.0969867,,
"ISR","Israel","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.03333819,,
"BRA","Brazil","L3","Upper secondary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.13549954,,
"IRL","Ireland","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.04421268,,
"RUS","Russia","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.17579086,,
"ITA","Italy","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.01671686,,
"DEU","Germany","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.0186698,,
"GRC","Greece","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.09882604,,
"FIN","Finland","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.04921649,,
"RUS","Russia","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.08859531,,
"EST","Estonia","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"z","Not applicable"
"CHL","Chile","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",0.08505639,,
"CZE","Czech Republic","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.0758384,,
"AUS","Australia","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",7.8861952,,
"BRA","Brazil","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.13549954,,
"SWE","Sweden","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",16.163853,,
"BEL","Belgium","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.02853752,,
"AUS","Australia","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",51.648521,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.20192108,,
"JPN","Japan","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
